context_id	query	route	pair_id	in_baseline	baseline_rank	in_v1	v1_rank	rank_delta
D02	cat	direct-english	esp1_0a6f983f0a03f2fcc9425d0361cdfca1	true	227	true	571	344
D02	cat	direct-english	esp1_0a9e48c9ef76cbf371119bdf613fdeb0	true	2405	false	""	""
D02	cat	direct-english	esp1_0ab6e05b2c840daa151c5e8e12aef254	true	2066	false	""	""
D02	cat	direct-english	esp1_0ac40d25c1adde8a09c385c4f47ee21b	true	229	false	""	""
D02	cat	direct-english	esp1_0adb6fad95927af3a9afbbb474e53b9b	true	74	true	556	482
D02	cat	direct-english	esp1_0af5666672136cb128972d051739f62b	true	1105	true	161	-944
D02	cat	direct-english	esp1_0b034f4b8fdf8877953c228b5fbb2754	true	568	true	701	133
D02	cat	direct-english	esp1_0b316e31dfe5ce9250d4ec04acb13693	true	831	false	""	""
D02	cat	direct-english	esp1_0b33e2c428d7c5e2b9722a63f76c8511	true	1306	false	""	""
D02	cat	direct-english	esp1_0b44cd2ee2c6a0cf33eeaccc2c592bf3	true	1446	false	""	""
D02	cat	direct-english	esp1_0b46ac3b51af93eb75a767d6ace56e0f	true	111	false	""	""
D02	cat	direct-english	esp1_0b668c4f94e6cac5dd6c4539441a77e5	true	2505	false	""	""
D02	cat	direct-english	esp1_0b68c058cef64242a9645077217efa79	true	2367	false	""	""
D02	cat	direct-english	esp1_0b7e2abab32878915b23079111ba4cb2	true	1385	false	""	""
D02	cat	direct-english	esp1_0b92e8ec86989d892e9b3a251e140651	true	2114	false	""	""
D02	cat	direct-english	esp1_0b9bc9afbc4dcc1d7e4ab4694fbb6cbe	true	1379	false	""	""
D02	cat	direct-english	esp1_0ba8b5944735e46a9dbbaa41efbf70cc	true	1493	true	317	-1176
D02	cat	direct-english	esp1_0bada28f5ce52a76dead7af3c07d9cac	true	2410	false	""	""
D02	cat	direct-english	esp1_0bbec25f7ff8fe7eec7922eb9c8dbe74	true	1925	false	""	""
D02	cat	direct-english	esp1_0bc3d464969552f6dad482c94eba11d7	true	261	false	""	""
D02	cat	direct-english	esp1_0c0b6cf06219ed102271da78fc8eeaef	true	2220	true	444	-1776
D02	cat	direct-english	esp1_0c10345413aeaee86bee04a5efeccdf8	true	806	false	""	""
D02	cat	direct-english	esp1_0c24dd61c750064f4a98d7b042005c67	true	736	false	""	""
D02	cat	direct-english	esp1_0c28e5f4393bbae3297442342d67349f	true	1734	false	""	""
D02	cat	direct-english	esp1_0c2d4ca55dd90900c7e83a7bb1d78061	true	1413	false	""	""
D02	cat	direct-english	esp1_0c36eb7b4a4d05b6629db6b6689d9339	true	1765	false	""	""
D02	cat	direct-english	esp1_0cafee19620e78861dc035c65b4530e9	true	1692	false	""	""
D02	cat	direct-english	esp1_0cd2a3571a9e55f072f1f99d2b1c3823	true	1928	false	""	""
D02	cat	direct-english	esp1_0cdfee81faaa8363de6e5fcac71a3c0d	true	2443	false	""	""
D02	cat	direct-english	esp1_0d09f50c536c198fd927a7dcbe39569e	true	2227	false	""	""
D02	cat	direct-english	esp1_0d2153e929a788373a0e76fbdff0048a	true	199	false	""	""
D02	cat	direct-english	esp1_0d35f27d47436c281ca6b17de399495e	true	2136	false	""	""
D02	cat	direct-english	esp1_0d3d025a6fb793df41f43b3e97685097	true	1026	true	459	-567
D02	cat	direct-english	esp1_0d51877ce4a1173164f255388877331e	true	256	true	599	343
D02	cat	direct-english	esp1_0d56ac50c13ae77c9649d15b71620f6f	true	744	true	488	-256
D02	cat	direct-english	esp1_0d69d50c40fbd283c0e3607cea29d543	true	1401	false	""	""
D02	cat	direct-english	esp1_0d6cb70b38f12a6c93bce05a5e3da830	true	1888	false	""	""
D02	cat	direct-english	esp1_0d75125ad9436a4392e0787cc2389153	true	1801	false	""	""
D02	cat	direct-english	esp1_0d97836fc955c8e6fa3fd90a9abbbe92	true	242	true	263	21
D02	cat	direct-english	esp1_0dbb33ddbdb30876a4a6593c90eb6821	true	1621	true	390	-1231
D02	cat	direct-english	esp1_0dbd2b689ea9756eba22623bba0c8ba4	true	2283	false	""	""
D02	cat	direct-english	esp1_0dde722f265713d8e1bb3ab87ff8bba8	true	1267	false	""	""
D02	cat	direct-english	esp1_0e05ed58e4c04d3e2edad3683d270fb5	true	1700	true	196	-1504
D02	cat	direct-english	esp1_0e0705e42c0298a36a265fdbd39d1ddc	true	76	false	""	""
D02	cat	direct-english	esp1_0e44aba4f37bb3fbf5c54a5ea6f85ebe	true	2481	false	""	""
D02	cat	direct-english	esp1_0e4738e8130366437dcb46862f38b379	true	201	false	""	""
D02	cat	direct-english	esp1_0e7643e4fecc56b637c06bba54af6c66	true	2137	true	295	-1842
D02	cat	direct-english	esp1_0e777566215ea7f366f48fcd2a9f6be1	true	8	true	552	544
D02	cat	direct-english	esp1_0e78a5e36538d196af6f3a88ec45adef	true	945	true	201	-744
D02	cat	direct-english	esp1_0eb883fffd7609a0d08a398f5095e0ca	true	974	false	""	""
D02	cat	direct-english	esp1_0ee54692ed3ff605833b3894fdf2d02a	true	1629	false	""	""
D02	cat	direct-english	esp1_0ef8754714eb261857de09e7df4d1550	true	1561	false	""	""
D02	cat	direct-english	esp1_0efa738962acdb2fc0d140fd63afacfa	true	320	false	""	""
D02	cat	direct-english	esp1_0f0d3c94f990a94ef79c1a14496a861b	true	1405	false	""	""
D02	cat	direct-english	esp1_0f11f53276e2f345c2f1151d50daac3b	true	1712	true	704	-1008
D02	cat	direct-english	esp1_0f228f79b60d4ed1fa5cd2257d27c1e2	true	2252	false	""	""
D02	cat	direct-english	esp1_0f5b61eadbd0a99d9993c42655e998d6	true	255	true	106	-149
D02	cat	direct-english	esp1_0f675f48649734ffddfbd0ae80ca86a3	true	1083	false	""	""
D02	cat	direct-english	esp1_0f7af9de012017c484d65e510cd08676	true	211	false	""	""
D02	cat	direct-english	esp1_0f81044c5d15ba1119a3adda6dcbaf5e	true	324	false	""	""
D02	cat	direct-english	esp1_0f9cbd66b905c662d9763346c1a8f00d	true	2309	true	436	-1873
D02	cat	direct-english	esp1_0fbbf2f646ba2b5fd5ab20519d62cc0b	true	1403	false	""	""
D02	cat	direct-english	esp1_0fcec92d3a0db0e209ba9bf611de3e5a	true	979	false	""	""
D02	cat	direct-english	esp1_0fee4416c1cd819b12361dbdc1a56fa3	true	1068	false	""	""
D02	cat	direct-english	esp1_0ff31b1353bc8320d5081ae5c6fb2d48	true	817	true	81	-736
D02	cat	direct-english	esp1_0ff91da05728e1fdedd53bc39f33bbae	true	565	true	682	117
D02	cat	direct-english	esp1_0ffd37c247661a39b75ccf941dfc9dda	true	2009	true	156	-1853
D02	cat	direct-english	esp1_101ffe0c2c0e0290536848a046865001	true	849	false	""	""
D02	cat	direct-english	esp1_107d822229cc7e1fb9d332a1479394c2	true	861	true	383	-478
D02	cat	direct-english	esp1_109c18198ece369a763910cbb5d41177	true	418	false	""	""
D02	cat	direct-english	esp1_1112b5e2525b5733b0ec543e65236d87	true	2454	false	""	""
D02	cat	direct-english	esp1_1116ac38dc5bfd566d1cbf587f52a806	true	1457	true	696	-761
D02	cat	direct-english	esp1_1125d44ad38461abd9dfab466fc7f84d	true	814	true	396	-418
D02	cat	direct-english	esp1_112f06ccecfc58f33ee08a98ea87ca96	true	687	true	41	-646
D02	cat	direct-english	esp1_11349411478bb28ecf2f833b4eaff423	true	5	true	611	606
D02	cat	direct-english	esp1_116ee503c6ac2cbd5e9dfd33131d0785	true	787	false	""	""
D02	cat	direct-english	esp1_1171c3d1f2d299bb2b95320ff7524f1a	true	884	false	""	""
D02	cat	direct-english	esp1_11820a9cfb9d483e91ba2db09cde163e	true	2172	false	""	""
D02	cat	direct-english	esp1_11a7f68db19ed694f1d83b8ce4a7d850	true	119	true	401	282
D02	cat	direct-english	esp1_11c0891057d48a23773555620f7f5a42	true	2280	false	""	""
D02	cat	direct-english	esp1_11d19daa68b0ef57293fc5d014791b3d	true	1715	false	""	""
D02	cat	direct-english	esp1_1204c5e42fe6e21f572f2f94e826802b	true	129	false	""	""
D02	cat	direct-english	esp1_125c851e4e473158cdb1c0628142549b	true	475	false	""	""
D02	cat	direct-english	esp1_1273bc12346ec7eaac856a8e48b1125f	true	1632	false	""	""
D02	cat	direct-english	esp1_128404bf4e4d493523c8541d5729d65c	true	715	false	""	""
D02	cat	direct-english	esp1_1287b0583d5fa28621038f40d791ae30	true	2394	false	""	""
D02	cat	direct-english	esp1_12a8e39a845deb7f126b627f400350f9	true	1353	true	592	-761
D02	cat	direct-english	esp1_12e638dc02652b343cdc52afc7e99691	true	1815	false	""	""
D02	cat	direct-english	esp1_12f06004d9c29403ce416cd1edec2f4d	true	753	true	726	-27
D02	cat	direct-english	esp1_13285c73b56f22145b7c9accff861863	true	2380	true	501	-1879
D02	cat	direct-english	esp1_133ba12da69c328a69ed03e2cc6264c6	true	1543	false	""	""
D02	cat	direct-english	esp1_135043e220c41491156fa449287c6559	true	1415	false	""	""
D02	cat	direct-english	esp1_138f00b5af529e1aea215f15f7b92a58	true	956	true	477	-479
D02	cat	direct-english	esp1_139ff5748e26955629d152cf5ece7c9d	true	350	false	""	""
D02	cat	direct-english	esp1_13dfa1dc651252a69cec01bb57052f44	true	1005	false	""	""
D02	cat	direct-english	esp1_13fa78472ffc17d251d841843a7fad38	true	1213	false	""	""
D02	cat	direct-english	esp1_1427a724988375a493b4af3f02727e6a	true	1987	false	""	""
D02	cat	direct-english	esp1_1429236c86c2b12e6bfe726ad9bcbb1b	true	2470	false	""	""
D02	cat	direct-english	esp1_142e7a88cc1086412e0ebe5b4846b2f8	true	2229	false	""	""
D02	cat	direct-english	esp1_143b6a9366d4f09f2ff469eb877cbba8	true	1599	false	""	""
D02	cat	direct-english	esp1_145e3a7423ab7a2f7f4621743b744f72	true	628	false	""	""
D02	cat	direct-english	esp1_14851bd2856783815882153a187f53e8	true	1214	true	739	-475
D02	cat	direct-english	esp1_149cc65470029a181044d513dd35fc29	true	1434	false	""	""
D02	cat	direct-english	esp1_14bee7025262bffb71658ca918f3146f	true	2327	false	""	""
D02	cat	direct-english	esp1_14c7df045336eb0ff43c4a7511e14b14	true	1216	true	354	-862
D02	cat	direct-english	esp1_14d936f67b797014d184169cf70f7b8a	true	920	false	""	""
D02	cat	direct-english	esp1_14de1ebb62ea26a0351a945573816738	true	1316	false	""	""
D02	cat	direct-english	esp1_14f396e9d49e97096ff9ad6ceb3380a4	true	1205	false	""	""
D02	cat	direct-english	esp1_15132ad1f9daea93e618284ca186752a	true	1716	false	""	""
D02	cat	direct-english	esp1_151b88e23bc944642baecc118063c25f	true	907	false	""	""
D02	cat	direct-english	esp1_15352e5d2b600a8f7718ef05be8de0af	true	267	true	234	-33
D02	cat	direct-english	esp1_15369c3f759ce1ffb5aa17344f43175d	true	1545	false	""	""
D02	cat	direct-english	esp1_1538d17af5ec53ca46138489525491bd	true	1979	true	319	-1660
D02	cat	direct-english	esp1_153d9ed171b0c053514b30d08cbf170a	true	36	false	""	""
D02	cat	direct-english	esp1_156189f29a1860636da72a6a33220386	true	327	true	586	259
D02	cat	direct-english	esp1_156f207d94ceb8314a28e70b23f29376	true	583	false	""	""
D02	cat	direct-english	esp1_15727e67b2a74c29d8ebbf775c54ad03	true	862	true	239	-623
D02	cat	direct-english	esp1_157c519a98153b5957b9751c52d43adc	true	2263	false	""	""
D02	cat	direct-english	esp1_158825a9b31f6a29a5129157019d025d	true	1407	false	""	""
D02	cat	direct-english	esp1_159f53a059e04c2970d8e531385d4772	true	296	false	""	""
D02	cat	direct-english	esp1_15eeef7e291cbd01b4e88fda698f1469	true	2119	false	""	""
D02	cat	direct-english	esp1_160e93dbafa5d9c699e2c8b2559d24ee	true	2218	false	""	""
D02	cat	direct-english	esp1_161a2168cd33b07b556d2b948e220770	true	169	true	11	-158
D02	cat	direct-english	esp1_1649d2552a774efaf86625655b8a2f92	true	733	true	148	-585
D02	cat	direct-english	esp1_1656977ae621869483a299aa6fa769a1	true	224	false	""	""
D02	cat	direct-english	esp1_165a813ccb548089595cb3a9f7fb5113	true	236	true	63	-173
D02	cat	direct-english	esp1_165b4028cdb0e88e9463ff64f6860724	true	1281	false	""	""
D02	cat	direct-english	esp1_165ca31f81f0a7a7ab1d9a48737d71e7	true	908	true	36	-872
D02	cat	direct-english	esp1_16692ea47c6139ec72f3666521047214	true	1873	false	""	""
D02	cat	direct-english	esp1_168addb72ad736d3868347d7a01a2cdf	true	2335	false	""	""
D02	cat	direct-english	esp1_169cc6bb4a33a9c36de755e58f6a00cb	true	1270	false	""	""
D02	cat	direct-english	esp1_169e711f6a33044e142060242c03a536	true	1050	false	""	""
D02	cat	direct-english	esp1_16ab183b248e0d61ea4a03ccf975f3fa	true	1859	false	""	""
D02	cat	direct-english	esp1_16c56bbde03635497c30ae4521dfcfc4	true	27	true	553	526
D02	cat	direct-english	esp1_16cd943a128aeb52d79ef7c9a012c71c	true	1982	false	""	""
D02	cat	direct-english	esp1_16cef3984771b77262fc30dbc49fe4e6	true	589	true	363	-226
D02	cat	direct-english	esp1_16cfe736399757b57c05da4536734a2a	true	1059	true	100	-959
D02	cat	direct-english	esp1_16d8e6c7aca6d210276d85bd4a6a6c43	true	664	false	""	""
D02	cat	direct-english	esp1_16e4ff76660b71706a71b2ea40569a12	true	1914	false	""	""
D02	cat	direct-english	esp1_16ec2bdae98bb72ea033abed44067d25	true	1111	true	735	-376
D02	cat	direct-english	esp1_1740264e1d8df0d31895812863504830	true	620	true	117	-503
D02	cat	direct-english	esp1_17437bfa122edb3fc2a52656e612b353	true	1931	false	""	""
D02	cat	direct-english	esp1_1774bf8944441d16a9a0c7b7b0efb9eb	true	1723	false	""	""
D02	cat	direct-english	esp1_177d1392b1c1338b774c2bdc5f4f4ea6	true	1729	false	""	""
D02	cat	direct-english	esp1_17c517add2b80206e7a2fa7e044f9d32	true	1807	true	718	-1089
D02	cat	direct-english	esp1_17d04485507d38b0d5ef0e0e2e3d997f	true	1314	false	""	""
D02	cat	direct-english	esp1_17ebe085e4b20d4ccd9e5235c6a19143	true	1929	false	""	""
D02	cat	direct-english	esp1_17f8729f9f80500dc128f3a9c23690fb	true	2332	false	""	""
D02	cat	direct-english	esp1_18108805128af2c12e463c1152109e27	true	89	true	567	478
D02	cat	direct-english	esp1_18175373220a526a40ea5df46d168ce2	true	2341	false	""	""
D02	cat	direct-english	esp1_182014aec296d5c883657107ac6dc462	true	1713	false	""	""
D02	cat	direct-english	esp1_1838bc3c34d1240c5b81337847bd77ef	true	1934	true	365	-1569
D02	cat	direct-english	esp1_183a900768381e41c7bf3069541e00a7	true	815	true	589	-226
D02	cat	direct-english	esp1_1893ad12c447761deda6b953484f8b74	true	1953	false	""	""
D02	cat	direct-english	esp1_18a83bea24f825976c0adeeefa879ce4	true	2286	false	""	""
D02	cat	direct-english	esp1_18a98ebb3eb7d93c6794a5bf1f8176a4	true	969	false	""	""
D02	cat	direct-english	esp1_18ba63c30149a5ae46592e3b98b7fa73	true	1329	false	""	""
D02	cat	direct-english	esp1_18c9e569a2ccb026de51c90221961346	true	1455	false	""	""
D02	cat	direct-english	esp1_18f424112b7b0ac7cdd8b87048785b51	true	390	false	""	""
D02	cat	direct-english	esp1_194fee990fe7c33b56088f6b72455e70	true	1278	false	""	""
D02	cat	direct-english	esp1_19592d0184127f5ab05e16119c22b0b8	true	1398	true	335	-1063
D02	cat	direct-english	esp1_195e0ec9b88066a194c8ff36309ad0c9	true	392	true	656	264
D02	cat	direct-english	esp1_1960cfcee7b23bf4abd4d11342dcd327	true	1986	false	""	""
D02	cat	direct-english	esp1_19689e45dbbaad506cfb5c3a97251c54	true	2455	false	""	""
D02	cat	direct-english	esp1_197f6b3b486373b07388325754e82672	true	253	true	12	-241
D02	cat	direct-english	esp1_19990da2e999cdcc90fea3e38d40bf60	true	1280	false	""	""
D02	cat	direct-english	esp1_19a2716822ec4333efed578f4c89ef6f	true	489	false	""	""
