context_id	query	route	result_rank	pair_id	lexical_relation	match_location	match_length	english_term_count	japanese_grapheme_count	rank_tuple
D01	cave	direct-english	27	esp1_829ba13c3c5b330e9b75a1ea82bb8e7f	exact-surface-phrase	39	4	8	19	0|39|8|19|esp1_829ba13c3c5b330e9b75a1ea82bb8e7f
D01	cave	direct-english	28	esp1_b21399cfce48e0288a156cf01af98b62	exact-surface-phrase	43	4	8	18	0|43|8|18|esp1_b21399cfce48e0288a156cf01af98b62
D01	cave	direct-english	29	esp1_182b70d1baf3f5e862c95fff1d8a6df5	exact-surface-phrase	46	4	10	27	0|46|10|27|esp1_182b70d1baf3f5e862c95fff1d8a6df5
D01	cave	direct-english	30	esp1_caff35156a855af2c0d25066ac259bc0	porter-equivalent-phrase	0	5	3	6	1|0|3|6|esp1_caff35156a855af2c0d25066ac259bc0
D01	cave	direct-english	31	esp1_bad30a3631656bb4ea1232496a8a59cd	porter-equivalent-phrase	11	5	11	19	1|11|11|19|esp1_bad30a3631656bb4ea1232496a8a59cd
D01	cave	direct-english	32	esp1_809c101606221aa3148c7a519b475a31	porter-equivalent-phrase	23	5	10	18	1|23|10|18|esp1_809c101606221aa3148c7a519b475a31
D02	cat	direct-english	1	esp1_46094e6325273f6fbbfa4606c0af6cb8	exact-surface-phrase	0	3	3	7	0|0|3|7|esp1_46094e6325273f6fbbfa4606c0af6cb8
D02	cat	direct-english	2	esp1_3d41de11981b0cb6ebb7afed97858c70	exact-surface-phrase	0	3	3	8	0|0|3|8|esp1_3d41de11981b0cb6ebb7afed97858c70
D02	cat	direct-english	3	esp1_8479ed26864c3f05f25142efd0129d0b	exact-surface-phrase	2	3	3	5	0|2|3|5|esp1_8479ed26864c3f05f25142efd0129d0b
D02	cat	direct-english	4	esp1_92883edd708d946993b1d44d73d2eaa3	exact-surface-phrase	2	3	5	7	0|2|5|7|esp1_92883edd708d946993b1d44d73d2eaa3
D02	cat	direct-english	5	esp1_06e046a603894e4d2334667c158c4115	exact-surface-phrase	2	3	5	9	0|2|5|9|esp1_06e046a603894e4d2334667c158c4115
D02	cat	direct-english	6	esp1_465734565612303e5fbdbd1dd268b01d	exact-surface-phrase	2	3	5	10	0|2|5|10|esp1_465734565612303e5fbdbd1dd268b01d
D02	cat	direct-english	7	esp1_9e9e7be95f80c51d386d5830251c351b	exact-surface-phrase	2	3	5	11	0|2|5|11|esp1_9e9e7be95f80c51d386d5830251c351b
D02	cat	direct-english	8	esp1_2a68769915f65ba3d9ae4af80e9460d4	exact-surface-phrase	2	3	6	9	0|2|6|9|esp1_2a68769915f65ba3d9ae4af80e9460d4
D02	cat	direct-english	9	esp1_e69dcca44f6314b861b6c65e2dd3b26d	exact-surface-phrase	2	3	6	12	0|2|6|12|esp1_e69dcca44f6314b861b6c65e2dd3b26d
D02	cat	direct-english	10	esp1_7c34f36317eae80b52f0bd5834319445	exact-surface-phrase	2	3	6	13	0|2|6|13|esp1_7c34f36317eae80b52f0bd5834319445
D02	cat	direct-english	11	esp1_161a2168cd33b07b556d2b948e220770	exact-surface-phrase	2	3	7	10	0|2|7|10|esp1_161a2168cd33b07b556d2b948e220770
D02	cat	direct-english	12	esp1_197f6b3b486373b07388325754e82672	exact-surface-phrase	2	3	7	11	0|2|7|11|esp1_197f6b3b486373b07388325754e82672
D02	cat	direct-english	13	esp1_cd9608191ac4f738af0ba878181675f5	exact-surface-phrase	2	3	7	11	0|2|7|11|esp1_cd9608191ac4f738af0ba878181675f5
D02	cat	direct-english	14	esp1_a52869b1fb6f25979ee7652a19d4947d	exact-surface-phrase	2	3	7	12	0|2|7|12|esp1_a52869b1fb6f25979ee7652a19d4947d
D02	cat	direct-english	15	esp1_c01f6d05f75abe27c75c5f0086a5541e	exact-surface-phrase	2	3	7	12	0|2|7|12|esp1_c01f6d05f75abe27c75c5f0086a5541e
D02	cat	direct-english	16	esp1_e64444a8cb3d49542fe97480f78ad441	exact-surface-phrase	2	3	7	12	0|2|7|12|esp1_e64444a8cb3d49542fe97480f78ad441
D02	cat	direct-english	17	esp1_f5c7bb275e526638757c5b30e0b5a7ec	exact-surface-phrase	2	3	7	12	0|2|7|12|esp1_f5c7bb275e526638757c5b30e0b5a7ec
D02	cat	direct-english	18	esp1_19f8379afa912add100cc3dd9c937da7	exact-surface-phrase	2	3	7	13	0|2|7|13|esp1_19f8379afa912add100cc3dd9c937da7
D02	cat	direct-english	19	esp1_7a794d35b3d26715722d6bcc88d541a1	exact-surface-phrase	2	3	7	13	0|2|7|13|esp1_7a794d35b3d26715722d6bcc88d541a1
D02	cat	direct-english	20	esp1_e250a34c8a23d038e29f3dc873bdb3e3	exact-surface-phrase	2	3	7	14	0|2|7|14|esp1_e250a34c8a23d038e29f3dc873bdb3e3
D02	cat	direct-english	21	esp1_3750967e2456bbb47784578384c23e38	exact-surface-phrase	2	3	7	17	0|2|7|17|esp1_3750967e2456bbb47784578384c23e38
D02	cat	direct-english	22	esp1_9cfcc0f6abcb1bc4e5646de6679d7dd0	exact-surface-phrase	2	3	8	13	0|2|8|13|esp1_9cfcc0f6abcb1bc4e5646de6679d7dd0
D02	cat	direct-english	23	esp1_8ad0dddaf8db83efb9415789ceaffe32	exact-surface-phrase	2	3	8	17	0|2|8|17|esp1_8ad0dddaf8db83efb9415789ceaffe32
D02	cat	direct-english	24	esp1_2fecfa99d5712428497bf60c509582c3	exact-surface-phrase	2	3	9	13	0|2|9|13|esp1_2fecfa99d5712428497bf60c509582c3
D02	cat	direct-english	25	esp1_adf3bcc122777c4d1fdd401c3372c73a	exact-surface-phrase	2	3	9	18	0|2|9|18|esp1_adf3bcc122777c4d1fdd401c3372c73a
D02	cat	direct-english	26	esp1_1dd55f1a801a9aa8a39206a06bc53de4	exact-surface-phrase	2	3	9	22	0|2|9|22|esp1_1dd55f1a801a9aa8a39206a06bc53de4
D02	cat	direct-english	27	esp1_c704f574c0636232f31039e5f6a49182	exact-surface-phrase	2	3	25	29	0|2|25|29|esp1_c704f574c0636232f31039e5f6a49182
D02	cat	direct-english	28	esp1_4918353c55f84bd9960eaf271b3cf332	exact-surface-phrase	3	3	3	14	0|3|3|14|esp1_4918353c55f84bd9960eaf271b3cf332
D02	cat	direct-english	29	esp1_acbac35b72ac178b65c88fbcab1f5f59	exact-surface-phrase	3	3	4	9	0|3|4|9|esp1_acbac35b72ac178b65c88fbcab1f5f59
D02	cat	direct-english	30	esp1_b55f978f2c7cbad938bcb569ef6d9d97	exact-surface-phrase	3	3	4	9	0|3|4|9|esp1_b55f978f2c7cbad938bcb569ef6d9d97
D02	cat	direct-english	31	esp1_07f2ce85699551975c209dcd1f8b6619	exact-surface-phrase	3	3	4	10	0|3|4|10|esp1_07f2ce85699551975c209dcd1f8b6619
D02	cat	direct-english	32	esp1_846f425990ab568100a7da3e53f8193c	exact-surface-phrase	3	3	4	10	0|3|4|10|esp1_846f425990ab568100a7da3e53f8193c
D02	cat	direct-english	33	esp1_9484d827f5c5c3e79a422ffd533adfcf	exact-surface-phrase	3	3	4	10	0|3|4|10|esp1_9484d827f5c5c3e79a422ffd533adfcf
D02	cat	direct-english	34	esp1_688efb9bed552eb5f16ea436c4cc6f16	exact-surface-phrase	3	3	4	12	0|3|4|12|esp1_688efb9bed552eb5f16ea436c4cc6f16
D02	cat	direct-english	35	esp1_28140474cb49edcf89f80a4d1faa13eb	exact-surface-phrase	3	3	4	13	0|3|4|13|esp1_28140474cb49edcf89f80a4d1faa13eb
D02	cat	direct-english	36	esp1_165ca31f81f0a7a7ab1d9a48737d71e7	exact-surface-phrase	3	3	4	15	0|3|4|15|esp1_165ca31f81f0a7a7ab1d9a48737d71e7
D02	cat	direct-english	37	esp1_fe2d3ef21d09935f481f20e6bbc2f53c	exact-surface-phrase	3	3	4	15	0|3|4|15|esp1_fe2d3ef21d09935f481f20e6bbc2f53c
D02	cat	direct-english	38	esp1_571d855b190ba89f4bdc3200cd87a3cd	exact-surface-phrase	3	3	5	12	0|3|5|12|esp1_571d855b190ba89f4bdc3200cd87a3cd
D02	cat	direct-english	39	esp1_674b2a2b60a82c3e8defb5108fd65501	exact-surface-phrase	3	3	5	17	0|3|5|17|esp1_674b2a2b60a82c3e8defb5108fd65501
D02	cat	direct-english	40	esp1_b15b44e89e716e71a558e0cdc45479e2	exact-surface-phrase	3	3	5	24	0|3|5|24|esp1_b15b44e89e716e71a558e0cdc45479e2
D02	cat	direct-english	41	esp1_112f06ccecfc58f33ee08a98ea87ca96	exact-surface-phrase	3	3	6	14	0|3|6|14|esp1_112f06ccecfc58f33ee08a98ea87ca96
D02	cat	direct-english	42	esp1_3618db4c3fc49945a04d2255150ac614	exact-surface-phrase	3	3	6	15	0|3|6|15|esp1_3618db4c3fc49945a04d2255150ac614
D02	cat	direct-english	43	esp1_b25ab2967915b13855392fd4b4d0312d	exact-surface-phrase	3	3	6	16	0|3|6|16|esp1_b25ab2967915b13855392fd4b4d0312d
D02	cat	direct-english	44	esp1_d34313755f1d41c2a34e9c9950bc93de	exact-surface-phrase	3	3	7	12	0|3|7|12|esp1_d34313755f1d41c2a34e9c9950bc93de
D02	cat	direct-english	45	esp1_67072aa160b08d22809e3270b064c124	exact-surface-phrase	3	3	8	15	0|3|8|15|esp1_67072aa160b08d22809e3270b064c124
D02	cat	direct-english	46	esp1_c135014b70cb47db7e9d98cc7b68ea93	exact-surface-phrase	3	3	8	19	0|3|8|19|esp1_c135014b70cb47db7e9d98cc7b68ea93
D02	cat	direct-english	47	esp1_8acbc74fbe06d17f305fdc9e0877f119	exact-surface-phrase	3	3	8	21	0|3|8|21|esp1_8acbc74fbe06d17f305fdc9e0877f119
D02	cat	direct-english	48	esp1_7543058c93631097b88bb7e692ae025a	exact-surface-phrase	3	3	9	17	0|3|9|17|esp1_7543058c93631097b88bb7e692ae025a
D02	cat	direct-english	49	esp1_8d5afddc9c92c29a5d891dc22d5a0486	exact-surface-phrase	3	3	10	23	0|3|10|23|esp1_8d5afddc9c92c29a5d891dc22d5a0486
D02	cat	direct-english	50	esp1_b9835ad780d79240b2fa825ed940a25c	exact-surface-phrase	3	3	12	19	0|3|12|19|esp1_b9835ad780d79240b2fa825ed940a25c
D02	cat	direct-english	51	esp1_6a659ab2776c2421f405efebeae35abc	exact-surface-phrase	3	3	13	29	0|3|13|29|esp1_6a659ab2776c2421f405efebeae35abc
D02	cat	direct-english	52	esp1_3bca1db552f328cebe6e505600fcfd1f	exact-surface-phrase	4	3	3	7	0|4|3|7|esp1_3bca1db552f328cebe6e505600fcfd1f
D02	cat	direct-english	53	esp1_d5a441e84db9d6b2331435a458768df2	exact-surface-phrase	4	3	4	6	0|4|4|6|esp1_d5a441e84db9d6b2331435a458768df2
D02	cat	direct-english	54	esp1_3c3611b922f120cdd4fb2a84b2a37027	exact-surface-phrase	4	3	4	7	0|4|4|7|esp1_3c3611b922f120cdd4fb2a84b2a37027
D02	cat	direct-english	55	esp1_b2f46d5f357683a8a600284b69779bc3	exact-surface-phrase	4	3	4	7	0|4|4|7|esp1_b2f46d5f357683a8a600284b69779bc3
D02	cat	direct-english	56	esp1_4ba2c9146c78f0dce5d74f24d4eebcdb	exact-surface-phrase	4	3	4	8	0|4|4|8|esp1_4ba2c9146c78f0dce5d74f24d4eebcdb
D02	cat	direct-english	57	esp1_b3153894897e2005a9a752828670d5a0	exact-surface-phrase	4	3	4	8	0|4|4|8|esp1_b3153894897e2005a9a752828670d5a0
D02	cat	direct-english	58	esp1_ca0b77cba8a9d8ca5615104ce485045d	exact-surface-phrase	4	3	4	8	0|4|4|8|esp1_ca0b77cba8a9d8ca5615104ce485045d
D02	cat	direct-english	59	esp1_cb175830c8655c4327be4a90f49a427b	exact-surface-phrase	4	3	4	8	0|4|4|8|esp1_cb175830c8655c4327be4a90f49a427b
D02	cat	direct-english	60	esp1_7e27f82a3430b2db8935149a3ca6d8fb	exact-surface-phrase	4	3	4	9	0|4|4|9|esp1_7e27f82a3430b2db8935149a3ca6d8fb
D02	cat	direct-english	61	esp1_ff5ac8e1df0660a25e98380c6c33bf20	exact-surface-phrase	4	3	4	9	0|4|4|9|esp1_ff5ac8e1df0660a25e98380c6c33bf20
D02	cat	direct-english	62	esp1_a50ab72ff229427cd660135afedb845b	exact-surface-phrase	4	3	4	10	0|4|4|10|esp1_a50ab72ff229427cd660135afedb845b
D02	cat	direct-english	63	esp1_165a813ccb548089595cb3a9f7fb5113	exact-surface-phrase	4	3	4	11	0|4|4|11|esp1_165a813ccb548089595cb3a9f7fb5113
D02	cat	direct-english	64	esp1_3ae164386e907a0f2dd02662e2316078	exact-surface-phrase	4	3	4	11	0|4|4|11|esp1_3ae164386e907a0f2dd02662e2316078
D02	cat	direct-english	65	esp1_95e5d4dd71c6482fb498937b9082a6a0	exact-surface-phrase	4	3	4	11	0|4|4|11|esp1_95e5d4dd71c6482fb498937b9082a6a0
D02	cat	direct-english	66	esp1_f1179169a6c1776802de2451390d0d3e	exact-surface-phrase	4	3	4	11	0|4|4|11|esp1_f1179169a6c1776802de2451390d0d3e
D02	cat	direct-english	67	esp1_f7c97ffdcf27fd5211579f19d758cde7	exact-surface-phrase	4	3	4	11	0|4|4|11|esp1_f7c97ffdcf27fd5211579f19d758cde7
D02	cat	direct-english	68	esp1_405f732b0f15579bc81423b4a8fd3c1a	exact-surface-phrase	4	3	4	14	0|4|4|14|esp1_405f732b0f15579bc81423b4a8fd3c1a
D02	cat	direct-english	69	esp1_d57ee49c4a347ac24f6a18d81fa40345	exact-surface-phrase	4	3	4	15	0|4|4|15|esp1_d57ee49c4a347ac24f6a18d81fa40345
D02	cat	direct-english	70	esp1_ac508f112a3f17525c05b35ba42056b6	exact-surface-phrase	4	3	5	6	0|4|5|6|esp1_ac508f112a3f17525c05b35ba42056b6
D02	cat	direct-english	71	esp1_74e4e9e9b3ae3eebd7e6997486af7365	exact-surface-phrase	4	3	5	9	0|4|5|9|esp1_74e4e9e9b3ae3eebd7e6997486af7365
D02	cat	direct-english	72	esp1_e2e230b72d89f1b2207ed8d0100f53a0	exact-surface-phrase	4	3	5	9	0|4|5|9|esp1_e2e230b72d89f1b2207ed8d0100f53a0
D02	cat	direct-english	73	esp1_03d427cdb1b5e6c21509e8289c02d8ec	exact-surface-phrase	4	3	5	11	0|4|5|11|esp1_03d427cdb1b5e6c21509e8289c02d8ec
D02	cat	direct-english	74	esp1_4aee428c6cded3899e17ef8e2f4a30eb	exact-surface-phrase	4	3	5	11	0|4|5|11|esp1_4aee428c6cded3899e17ef8e2f4a30eb
D02	cat	direct-english	75	esp1_828139a71048f44bd9bef56dd7cb3e05	exact-surface-phrase	4	3	5	11	0|4|5|11|esp1_828139a71048f44bd9bef56dd7cb3e05
D02	cat	direct-english	76	esp1_1ce82ba4653f44e4d98f4003f43a05af	exact-surface-phrase	4	3	5	12	0|4|5|12|esp1_1ce82ba4653f44e4d98f4003f43a05af
D02	cat	direct-english	77	esp1_4fc0d19decd9d658489e4ddbd0fde956	exact-surface-phrase	4	3	5	12	0|4|5|12|esp1_4fc0d19decd9d658489e4ddbd0fde956
D02	cat	direct-english	78	esp1_5635d4332fd59c0545ee6a5dfbf7027d	exact-surface-phrase	4	3	5	12	0|4|5|12|esp1_5635d4332fd59c0545ee6a5dfbf7027d
D02	cat	direct-english	79	esp1_5dde287543176cd104d0d62171b7817f	exact-surface-phrase	4	3	5	12	0|4|5|12|esp1_5dde287543176cd104d0d62171b7817f
D02	cat	direct-english	80	esp1_e7e02c8dbd0e0acf9d3a00db149f4bfc	exact-surface-phrase	4	3	5	13	0|4|5|13|esp1_e7e02c8dbd0e0acf9d3a00db149f4bfc
D02	cat	direct-english	81	esp1_0ff31b1353bc8320d5081ae5c6fb2d48	exact-surface-phrase	4	3	5	15	0|4|5|15|esp1_0ff31b1353bc8320d5081ae5c6fb2d48
D02	cat	direct-english	82	esp1_ac943a98245042e11902abc189c3f20f	exact-surface-phrase	4	3	6	9	0|4|6|9|esp1_ac943a98245042e11902abc189c3f20f
D02	cat	direct-english	83	esp1_cc165723c58e6c8890e71ce9aa032757	exact-surface-phrase	4	3	6	9	0|4|6|9|esp1_cc165723c58e6c8890e71ce9aa032757
D02	cat	direct-english	84	esp1_06db1f1639fd90a7d2786a262a934937	exact-surface-phrase	4	3	6	10	0|4|6|10|esp1_06db1f1639fd90a7d2786a262a934937
D02	cat	direct-english	85	esp1_8ced37055358e28463d7e609edefe8c6	exact-surface-phrase	4	3	6	10	0|4|6|10|esp1_8ced37055358e28463d7e609edefe8c6
D02	cat	direct-english	86	esp1_fa3519e88b178ccc4c869a8c631a60e7	exact-surface-phrase	4	3	6	10	0|4|6|10|esp1_fa3519e88b178ccc4c869a8c631a60e7
D02	cat	direct-english	87	esp1_e98ae796f529d54e328103919abf4f8e	exact-surface-phrase	4	3	6	11	0|4|6|11|esp1_e98ae796f529d54e328103919abf4f8e
D02	cat	direct-english	88	esp1_378cbb95ea9e13cd8839586f49cef3c7	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_378cbb95ea9e13cd8839586f49cef3c7
D02	cat	direct-english	89	esp1_4bb2b87a125eb05322085904de41fdd9	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_4bb2b87a125eb05322085904de41fdd9
D02	cat	direct-english	90	esp1_641f64585c7fa3c88afa0f34c060c3d6	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_641f64585c7fa3c88afa0f34c060c3d6
D02	cat	direct-english	91	esp1_732afbc09ebb0179a0e49e61867130cc	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_732afbc09ebb0179a0e49e61867130cc
D02	cat	direct-english	92	esp1_b6f959cafe4fecf9787ac99f90790dc6	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_b6f959cafe4fecf9787ac99f90790dc6
D02	cat	direct-english	93	esp1_d09d93dcb9efc5d71e067cb74eee6257	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_d09d93dcb9efc5d71e067cb74eee6257
D02	cat	direct-english	94	esp1_ed78099e977f821a29eb3c281f2ca782	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_ed78099e977f821a29eb3c281f2ca782
D02	cat	direct-english	95	esp1_f52fb7cd5cffc749dec738b79a61d1ed	exact-surface-phrase	4	3	6	12	0|4|6|12|esp1_f52fb7cd5cffc749dec738b79a61d1ed
D02	cat	direct-english	96	esp1_1d56830b5e63a7625d5cd596c345d7fa	exact-surface-phrase	4	3	6	13	0|4|6|13|esp1_1d56830b5e63a7625d5cd596c345d7fa
D02	cat	direct-english	97	esp1_d6fbbdc9a220269935bcc02526d46a0a	exact-surface-phrase	4	3	6	13	0|4|6|13|esp1_d6fbbdc9a220269935bcc02526d46a0a
D02	cat	direct-english	98	esp1_3d288ea37d08817c2336e8b72954eaa7	exact-surface-phrase	4	3	6	14	0|4|6|14|esp1_3d288ea37d08817c2336e8b72954eaa7
D02	cat	direct-english	99	esp1_803fd995fde568082afd5ebc4d526dae	exact-surface-phrase	4	3	6	15	0|4|6|15|esp1_803fd995fde568082afd5ebc4d526dae
D02	cat	direct-english	100	esp1_16cfe736399757b57c05da4536734a2a	exact-surface-phrase	4	3	6	16	0|4|6|16|esp1_16cfe736399757b57c05da4536734a2a
D03	eat	direct-english	1	esp1_eda100bbafd77ac8a735e36314c41e51	exact-surface-phrase	0	3	1	6	0|0|1|6|esp1_eda100bbafd77ac8a735e36314c41e51
D03	eat	direct-english	2	esp1_66dfaf5095e3c3bd726b01c50f38eb78	exact-surface-phrase	0	3	2	6	0|0|2|6|esp1_66dfaf5095e3c3bd726b01c50f38eb78
D03	eat	direct-english	3	esp1_750a29fcc246dcf72de14d11201a68df	exact-surface-phrase	0	3	2	6	0|0|2|6|esp1_750a29fcc246dcf72de14d11201a68df
D03	eat	direct-english	4	esp1_047638054c2494647340db033663af7c	exact-surface-phrase	0	3	2	8	0|0|2|8|esp1_047638054c2494647340db033663af7c
D03	eat	direct-english	5	esp1_36ccc8897d205b4b3a6fc60af2914512	exact-surface-phrase	0	3	2	8	0|0|2|8|esp1_36ccc8897d205b4b3a6fc60af2914512
D03	eat	direct-english	6	esp1_9d7dd5540d83fa5e89fdf29ae86c8704	exact-surface-phrase	0	3	2	10	0|0|2|10|esp1_9d7dd5540d83fa5e89fdf29ae86c8704
D03	eat	direct-english	7	esp1_b1626841a93bde4070277ceb206f29dc	exact-surface-phrase	0	3	3	9	0|0|3|9|esp1_b1626841a93bde4070277ceb206f29dc
D03	eat	direct-english	8	esp1_3847f524494330c9f8f94b00274419c0	exact-surface-phrase	0	3	3	10	0|0|3|10|esp1_3847f524494330c9f8f94b00274419c0
D03	eat	direct-english	9	esp1_91fda7e17ab4ac6b46c92837f3482b57	exact-surface-phrase	0	3	3	12	0|0|3|12|esp1_91fda7e17ab4ac6b46c92837f3482b57
D03	eat	direct-english	10	esp1_d3dbf23476fdba9100927981635db4a2	exact-surface-phrase	0	3	3	13	0|0|3|13|esp1_d3dbf23476fdba9100927981635db4a2
D03	eat	direct-english	11	esp1_efc537cb1e08955777c5963ceae55d91	exact-surface-phrase	0	3	3	18	0|0|3|18|esp1_efc537cb1e08955777c5963ceae55d91
D03	eat	direct-english	12	esp1_59772bf9369fac407e66a15d7008303c	exact-surface-phrase	0	3	4	9	0|0|4|9|esp1_59772bf9369fac407e66a15d7008303c
D03	eat	direct-english	13	esp1_f033dc401b9011a673f7d052fcf4bbab	exact-surface-phrase	0	3	4	10	0|0|4|10|esp1_f033dc401b9011a673f7d052fcf4bbab
D03	eat	direct-english	14	esp1_406323c09a9a97e166b3f5ac223522e7	exact-surface-phrase	0	3	4	12	0|0|4|12|esp1_406323c09a9a97e166b3f5ac223522e7
D03	eat	direct-english	15	esp1_9a2bfff2443c2a4fadc055e654af55a7	exact-surface-phrase	0	3	4	12	0|0|4|12|esp1_9a2bfff2443c2a4fadc055e654af55a7
D03	eat	direct-english	16	esp1_bd115ef7f78e60b7e1cb81c32e0e20d1	exact-surface-phrase	0	3	4	12	0|0|4|12|esp1_bd115ef7f78e60b7e1cb81c32e0e20d1
D03	eat	direct-english	17	esp1_1bd806e0fdebd4a7acbaecafa8313531	exact-surface-phrase	0	3	4	13	0|0|4|13|esp1_1bd806e0fdebd4a7acbaecafa8313531
D03	eat	direct-english	18	esp1_4408bf5c4149a71926059d65094da95c	exact-surface-phrase	0	3	4	14	0|0|4|14|esp1_4408bf5c4149a71926059d65094da95c
D03	eat	direct-english	19	esp1_54cbc0a6e0533bd974695b2177e99fcc	exact-surface-phrase	0	3	4	14	0|0|4|14|esp1_54cbc0a6e0533bd974695b2177e99fcc
D03	eat	direct-english	20	esp1_57cf82edd7fd3219b4b407e89c8c4a13	exact-surface-phrase	0	3	4	15	0|0|4|15|esp1_57cf82edd7fd3219b4b407e89c8c4a13
D03	eat	direct-english	21	esp1_ea3675daf9ad3880e218e7a3103210d5	exact-surface-phrase	0	3	4	15	0|0|4|15|esp1_ea3675daf9ad3880e218e7a3103210d5
