context_id	rank	captured_at	environment	private_evidence_pointer	evidence_sha256	japanese	english	japanese_id	english_id	zenbu_present_pre	zenbu_rank_pre	lexical_relation	general_japanese	general_english	direct_link	japanese_indices	duplicate_group	duplicate_group_size	observation_source
D01	11	2026-08-15T01:16:17+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-02.png	08498a54a9822d34a5fec506bfb913d209f793e97020de68cbb2568d503e710b	その洞窟が私たちの隠れ家になった。	The cave did for our hiding place.	207438	44691	true	13	normalized-literal-surface	true	true	true	true	english:44691	1	issue-147-direct-transcription
D01	12	2026-08-15T01:16:17+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-02.png	08498a54a9822d34a5fec506bfb913d209f793e97020de68cbb2568d503e710b	彼は子供のころその岩穴によく行った。	He used to haunt those caves as a little boy.	106544	297142	true	14	normalized-literal-surface	true	true	true	true	english:297142	1	issue-147-direct-transcription
D01	13	2026-08-15T01:16:17+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-02.png	08498a54a9822d34a5fec506bfb913d209f793e97020de68cbb2568d503e710b	探検家達は洞穴の中で骸骨を発見した。	The explorers discovered a skeleton in the cave.	127385	276708	true	15	normalized-literal-surface	true	true	true	true	english:276708	1	issue-147-direct-transcription
D01	14	2026-08-15T01:16:28+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-03.png	352c85aa24ff5b84932476d4e1f4d50c81e43fc135c86e95bd06e108272e2f25	洞窟からうつろに反響する音を耳にした。	We heard somber hollow sounds from the cave.	123631	280366	true	16	normalized-literal-surface	true	true	true	true	english:280366	1	issue-147-direct-transcription
D01	15	2026-08-15T01:16:28+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-03.png	352c85aa24ff5b84932476d4e1f4d50c81e43fc135c86e95bd06e108272e2f25	そのトンネルは先日の地震で崩れ落ちた。	The tunnel caved in because of the earthquake the other day.	212864	50149	true	17	normalized-literal-surface	true	true	true	true	english:50149	1	issue-147-direct-transcription
D01	16	2026-08-15T01:16:28+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-03.png	352c85aa24ff5b84932476d4e1f4d50c81e43fc135c86e95bd06e108272e2f25	これは私が洞窟の中で見つけたものです。	This is what I found in the cave.	218337	55648	true	18	normalized-literal-surface	true	true	true	true	english:55648	1	issue-147-direct-transcription
D01	17	2026-08-15T01:16:28+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-03.png	352c85aa24ff5b84932476d4e1f4d50c81e43fc135c86e95bd06e108272e2f25	洞窟に男性３人が閉じ込められています。	There are three men trapped in the cave.	9944502	3422210	true	19	normalized-literal-surface	true	true	true	false	english:3422210	1	issue-147-direct-transcription
D01	18	2026-08-15T01:18:03+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-04.png	140060cf076d5909e55b77685e681788c950683a160b2371de8d66a5449b9fd3	誰も洞穴を見つけ出すことはできなかった。	No one could find the cave.	203119	40355	true	21	normalized-literal-surface	true	true	true	true	english:40355	1	issue-147-direct-transcription
D01	19	2026-08-15T01:18:03+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-04.png	140060cf076d5909e55b77685e681788c950683a160b2371de8d66a5449b9fd3	この洞窟には、コウモリがたくさんいます。	This cave is full of bats.	11052134	3536229	true	20	normalized-literal-surface	true	true	true	false	english:3536229	1	issue-147-direct-transcription
D01	20	2026-08-15T01:18:03+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D01-cave-top20-04.png	140060cf076d5909e55b77685e681788c950683a160b2371de8d66a5449b9fd3	その洞窟に最初に入ったのは、トムなんだよ。	Tom was the first person to enter the cave.	8930319	7958294	true	22	normalized-literal-surface	true	true	true	false	english:7958294	1	issue-147-direct-transcription
D02	1	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	病は気から。	Care killed a cat.	85345	269036	true	18	normalized-literal-surface	true	true	true	true	english:269036	2	issue-147-direct-transcription
D02	2	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	彼は猫を飼っている。	He keeps a cat.	101396	302300	false	""	normalized-literal-surface	true	true	true	true	english:302300	1	issue-147-direct-transcription
D02	3	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	彼女はネコをこわがる。	She is afraid of cats.	91803	311909	false	""	normalized-literal-surface	true	true	true	true	english:311909	2	issue-147-direct-transcription
D02	4	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	彼女はネコが大好きだ。	She adores cats.	91804	311908	false	""	normalized-literal-surface	true	true	true	true	english:311908	1	issue-147-direct-transcription
D02	5	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	彼らはまるで犬と猿だ。	They get along like a cat and a dog.	97661	306043	false	""	normalized-literal-surface	true	true	true	true	english:306043	1	issue-147-direct-transcription
D02	6	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	彼は猫が好きではない。	He does not like cats.	101398	302298	false	""	normalized-literal-surface	true	true	true	true	english:302298	2	issue-147-direct-transcription
D02	7	2026-08-15T01:18:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-01.png	a79c37bf0fb373925a6937873e8988310eb622b9bd783d54168e89765fea22e3	妖精は王子を猫に変えた。	The fairy changed the prince into a cat.	78908	324808	false	""	normalized-literal-surface	true	true	true	true	english:324808	1	issue-147-direct-transcription
D02	8	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	彼は高い木から猫を救った。	He rescued a cat from a high tree.	107300	296384	false	""	normalized-literal-surface	true	true	true	true	english:296384	1	issue-147-direct-transcription
D02	9	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	彼は、二匹猫を飼っている。	He keeps two cats.	115413	288257	false	""	normalized-literal-surface	true	true	true	true	english:288257	2	issue-147-direct-transcription
D02	10	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	猫は暗がりでも目が見える。	Cats can see in the dark.	121959	35811	false	""	normalized-literal-surface	true	true	true	true	english:35811	6	issue-147-direct-transcription
D02	11	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	隣人は４人姉妹と猫１匹です。	My neighbors are four sisters and a cat.	77747	325971	false	""	normalized-literal-surface	true	true	true	true	english:325971	1	issue-147-direct-transcription
D02	12	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	母猫は鳥を捕まえに出かけた。	The mother cat went out hunting birds.	82767	320949	false	""	normalized-literal-surface	true	true	true	true	english:320949	1	issue-147-direct-transcription
D02	13	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	彼女は猫を飼いたがっている。	She wants to keep a cat.	87595	316113	false	""	normalized-literal-surface	true	true	true	true	english:316113	1	issue-147-direct-transcription
D02	14	2026-08-15T01:18:39+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-02.png	9b4f3efb11fae034415c2e81c47e27dc44ee9dd957c4a762497d25ff6089a462	彼女はその猫に牛乳をやった。	She gave milk to the cat.	92329	311382	false	""	normalized-literal-surface	true	true	true	true	english:311382	1	issue-147-direct-transcription
D02	15	2026-08-15T01:18:49+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-03.png	5ac2a8cd88ec0312bdb7ae4e1625eda5af487d0ef58360aaf5cb1ef1cdfae072	彼は、とても満足げに見える。	He looks like a cat that ate the canary.	115626	288044	false	""	normalized-literal-surface	true	true	true	true	english:288044	1	issue-147-direct-transcription
D02	16	2026-08-15T01:18:49+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-03.png	5ac2a8cd88ec0312bdb7ae4e1625eda5af487d0ef58360aaf5cb1ef1cdfae072	問題は誰が猫に鈴をつけるかだ。	The question is: Who will bell the cat.	79818	323899	false	""	normalized-literal-surface	true	true	true	true	english:323899	1	issue-147-direct-transcription
D02	17	2026-08-15T01:18:49+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-03.png	5ac2a8cd88ec0312bdb7ae4e1625eda5af487d0ef58360aaf5cb1ef1cdfae072	彼女は猫を脅かして追い払った。	She scared the cat away.	87596	316112	false	""	normalized-literal-surface	true	true	true	true	english:316112	1	issue-147-direct-transcription
D02	18	2026-08-15T01:18:49+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-03.png	5ac2a8cd88ec0312bdb7ae4e1625eda5af487d0ef58360aaf5cb1ef1cdfae072	彼らは熱烈にいがみ合っている。	They fight like cat and dog.	96408	463186	false	""	normalized-literal-surface	true	true	true	true	english:463186	2	issue-147-direct-transcription
D02	19	2026-08-15T01:18:49+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-03.png	5ac2a8cd88ec0312bdb7ae4e1625eda5af487d0ef58360aaf5cb1ef1cdfae072	彼の叔母は猫を３匹飼っている。	His aunt has three cats.	116987	286680	false	""	normalized-literal-surface	true	true	true	true	english:286680	1	issue-147-direct-transcription
D02	20	2026-08-15T01:18:59+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D02-cat-top20-04.png	b3f0d672394deed98c4d7317c7938c996ee77ebce52ccd49d9f78bb18001aea7	木の上の猫が私の所へ降りてきた。	The cat on the tree came down to me.	80122	323595	false	""	normalized-literal-surface	true	true	true	true	english:323595	1	issue-147-direct-transcription
D03	1	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	論より証拠。	The proof of the pudding is in the eating.	77229	34326	true	55	normalized-literal-surface	true	true	true	true	english:34326	2	issue-147-direct-transcription
D03	2	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	野菜を食べたら？	Why don't you eat some vegetables?	5160	2765281	false	""	normalized-literal-surface	true	true	true	false	english:2765281	1	issue-147-direct-transcription
D03	3	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	食事中本を読んだ。	I read a book while eating.	5222	1881	false	""	normalized-literal-surface	true	true	true	false	english:1881	2	issue-147-direct-transcription
D03	4	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	あまり食べ過ぎるな。	Don't eat too much.	78956	324760	false	""	normalized-literal-surface	true	true	true	true	english:324760	1	issue-147-direct-transcription
D03	5	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	両方一度にはできんよ。	You can't have your cake and eat it too.	77970	62636	false	""	normalized-literal-surface	true	true	true	true	english:62636	3	issue-147-direct-transcription
D03	6	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	一緒に食べに行きましょう。	Let's go to eat together.	75107	328612	false	""	normalized-literal-surface	true	true	true	true	english:328612	1	issue-147-direct-transcription
D03	7	2026-08-15T01:19:26+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-01.png	2713e15556b8eeff1d9e4fdf758fe87b0d5e630395dc556e20120f1fd94bafc3	両方いいようにはできない。	You can't have your cake and eat it too.	77975	62636	false	""	normalized-literal-surface	true	true	true	true	english:62636	3	issue-147-direct-transcription
D03	8	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	野菜をたくさん食べなさい。	Eat a lot of vegetables.	79599	324120	false	""	normalized-literal-surface	true	true	true	true	english:324120	1	issue-147-direct-transcription
D03	9	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	ファストフードはもう飽きた。	I'm tired of eating fast food.	5311	2129	false	""	normalized-literal-surface	true	true	true	false	english:2129	1	issue-147-direct-transcription
D03	10	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	きょう何を昼食に食べましたか。	What did you eat for lunch today?	5298	401813	false	""	normalized-literal-surface	true	true	true	true	english:401813	1	issue-147-direct-transcription
D03	11	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	冷たい食事は、避けてください。	You shouldn't eat anything cold.	77668	326050	false	""	normalized-literal-surface	true	true	true	true	english:326050	1	issue-147-direct-transcription
D03	12	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	毎日の飲食物には注意しなさい。	Take good care of what you eat and drink every day.	81307	322408	false	""	normalized-literal-surface	true	true	true	true	english:322408	1	issue-147-direct-transcription
D03	13	2026-08-15T01:19:36+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-02.png	f404dc586c4a38750915678c4a33014d68fa77c6ae03fb0def4f79e6509f4b5e	いつご飯食べるの？お腹空いたよ。	When are we eating? I'm hungry!	5274	2073	false	""	normalized-literal-surface	true	true	true	false	english:2073	1	issue-147-direct-transcription
D03	14	2026-08-15T01:19:44+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-03.png	1db1c131d60ceea1f9a17edbcbbe8ea84ad4a876960e79e4f366d7ec26986018	麿はプリンを食べないではおれぬ。	I cannot resist eating pudding.	81207	322508	false	""	normalized-literal-surface	true	true	true	true	english:322508	1	issue-147-direct-transcription
D03	15	2026-08-15T01:19:44+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-03.png	1db1c131d60ceea1f9a17edbcbbe8ea84ad4a876960e79e4f366d7ec26986018	ほうれん草をのこさずにたべなさい。	Eat up all your spinach!	76443	327277	false	""	normalized-literal-surface	true	true	true	true	english:327277	1	issue-147-direct-transcription
D03	16	2026-08-15T01:19:44+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-03.png	1db1c131d60ceea1f9a17edbcbbe8ea84ad4a876960e79e4f366d7ec26986018	問題はどこで昼食をたべるかだった。	The problem was where to eat lunch.	79841	323876	false	""	normalized-literal-surface	true	true	true	true	english:323876	1	issue-147-direct-transcription
D03	17	2026-08-15T01:19:44+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-03.png	1db1c131d60ceea1f9a17edbcbbe8ea84ad4a876960e79e4f366d7ec26986018	毎日新鮮な野菜サラダを食べてます。	We eat a fresh, green salad every day.	81280	322435	false	""	normalized-literal-surface	true	true	true	true	english:322435	1	issue-147-direct-transcription
D03	18	2026-08-15T01:19:44+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-03.png	1db1c131d60ceea1f9a17edbcbbe8ea84ad4a876960e79e4f366d7ec26986018	人は食事を取らなければ死んでしまう。	If you don't eat, you die.	4948	1538	false	""	normalized-literal-surface	true	true	true	false	english:1538	1	issue-147-direct-transcription
D03	19	2026-08-15T01:20:02+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-04.png	1d33e1cd47a35db7847d85bcda8b9ba97b9bb4ccab2a3d96e547a3608658d0fe	僕は興奮していて、何も喉を通らない。	I'm too excited to eat anything.	81960	321755	false	""	normalized-literal-surface	true	true	true	true	english:321755	2	issue-147-direct-transcription
D03	20	2026-08-15T01:20:02+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D03-eat-top20-04.png	1d33e1cd47a35db7847d85bcda8b9ba97b9bb4ccab2a3d96e547a3608658d0fe	錆が金属の部分を少しずつ侵食している。	Rust is gradually eating into the metal parts.	76117	327601	false	""	normalized-literal-surface	true	true	true	true	english:327601	1	issue-147-direct-transcription
D04	1	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	美人だなあ。	She is beautiful.	85541	410244	true	4	normalized-literal-surface	true	true	true	true	english:410244	6	issue-147-direct-transcription
D04	2	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	人生は美しい。	Life is beautiful.	5196	1829	true	14	normalized-literal-surface	true	true	true	false	english:1829	1	issue-147-direct-transcription
D04	3	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	美しい日です。	It's a beautiful day.	85563	318150	true	15	normalized-literal-surface	true	true	true	true	english:318150	3	issue-147-direct-transcription
D04	4	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	真実のみが美しい。	Nothing is beautiful but the truth.	4894	1480	true	44	normalized-literal-surface	true	true	true	false	english:1480	1	issue-147-direct-transcription
D04	5	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	富士山はとてもきれいだ。	Mt. Fuji is very beautiful.	84940	2617277	false	""	normalized-literal-surface	true	true	true	true	english:2617277	1	issue-147-direct-transcription
D04	6	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	潔白であることは美しいことだ。	Innocence is a beautiful thing.	4796	1375	false	""	normalized-literal-surface	true	true	true	false	english:1375	1	issue-147-direct-transcription
D04	7	2026-08-15T01:20:29+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-01.png	2be72c8456741dc348625d54e1c043489295be87758e8766097c7ddd2a0b12fb	イタリアはとても美しい国です。	Italy is a very beautiful country.	5062	1658	false	""	normalized-literal-surface	true	true	true	false	english:1658	1	issue-147-direct-transcription
D04	8	2026-08-15T01:20:40+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-02.png	2615997fe5afc8a5cbe55afa9debcfb9f1d4125d0af587bcb391918f9b76fecf	夕空に映えて塔が美しく見える。	The tower looks beautiful against the evening sky.	79125	324592	false	""	normalized-literal-surface	true	true	true	true	english:324592	1	issue-147-direct-transcription
D04	9	2026-08-15T01:20:40+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-02.png	2615997fe5afc8a5cbe55afa9debcfb9f1d4125d0af587bcb391918f9b76fecf	パリは世界で最も美しい街である。	Paris is the most beautiful city in the world.	5032	1627	false	""	normalized-literal-surface	true	true	true	false	english:1627	1	issue-147-direct-transcription
D04	10	2026-08-15T01:20:40+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-02.png	2615997fe5afc8a5cbe55afa9debcfb9f1d4125d0af587bcb391918f9b76fecf	母は若いとき、とても美しかった。	When my mother was young, she was very beautiful.	82922	320794	false	""	normalized-literal-surface	true	true	true	true	english:320794	1	issue-147-direct-transcription
D04	11	2026-08-15T01:20:40+09:00	Nihongo-1.34.3-9792-iPhone17ProMax-iOS26.6	private://issue-147/D04-beautiful-top20-02.png	2615997fe5afc8a5cbe55afa9debcfb9f1d4125d0af587bcb391918f9b76fecf	富士山は姿が美しいので有名です。	Mt. Fuji is noted for its beautiful shape.	84937	318776	false	""	normalized-literal-surface	true	true	true	true	english:318776	2	issue-147-direct-transcription
