context_id	query	language	engine	rank	pair_id	other_engine	in_other_engine	other_rank	rank_delta
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	20	tatoeba:11052134:3536229	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	23	-3
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	21	tatoeba:203119:40355	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	2	19
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	22	tatoeba:8930319:7958294	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	26	-4
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	23	tatoeba:8967909:8967901	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	27	-4
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	24	tatoeba:11488359:3962620	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	24	0
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	25	tatoeba:207437:44690	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	7	18
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	26	tatoeba:207435:44688	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	6	20
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	27	tatoeba:207436:44687	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	5	22
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	28	tatoeba:145731:268831	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	11	17
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	29	tatoeba:481010:481011	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	16	13
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	30	tatoeba:123630:280367	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	14	16
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	31	tatoeba:207434:44687	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	4	27
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	32	tatoeba:74567:329152	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D01	cave	en	zenbu-normalized-literal-substring-length-id-baseline	33	tatoeba:4917:1508	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	1	32
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	1	tatoeba:4917:1508	zenbu-normalized-literal-substring-length-id-baseline	true	33	-32
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	2	tatoeba:203119:40355	zenbu-normalized-literal-substring-length-id-baseline	true	21	-19
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	3	tatoeba:207433:44686	zenbu-normalized-literal-substring-length-id-baseline	true	8	-5
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	4	tatoeba:207434:44687	zenbu-normalized-literal-substring-length-id-baseline	true	31	-27
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	5	tatoeba:207436:44687	zenbu-normalized-literal-substring-length-id-baseline	true	27	-22
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	6	tatoeba:207435:44688	zenbu-normalized-literal-substring-length-id-baseline	true	26	-20
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	7	tatoeba:207437:44690	zenbu-normalized-literal-substring-length-id-baseline	true	25	-18
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	8	tatoeba:207438:44691	zenbu-normalized-literal-substring-length-id-baseline	true	13	-5
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	9	tatoeba:212864:50149	zenbu-normalized-literal-substring-length-id-baseline	true	17	-8
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	10	tatoeba:218337:55648	zenbu-normalized-literal-substring-length-id-baseline	true	18	-8
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	11	tatoeba:145731:268831	zenbu-normalized-literal-substring-length-id-baseline	true	28	-17
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	12	tatoeba:127385:276708	zenbu-normalized-literal-substring-length-id-baseline	true	15	-3
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	13	tatoeba:123631:280366	zenbu-normalized-literal-substring-length-id-baseline	true	16	-3
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	14	tatoeba:123630:280367	zenbu-normalized-literal-substring-length-id-baseline	true	30	-16
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	15	tatoeba:106544:297142	zenbu-normalized-literal-substring-length-id-baseline	true	14	1
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	16	tatoeba:481010:481011	zenbu-normalized-literal-substring-length-id-baseline	true	29	-13
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	17	tatoeba:484243:483985	zenbu-normalized-literal-substring-length-id-baseline	true	2	15
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	18	tatoeba:8823605:1294352	zenbu-normalized-literal-substring-length-id-baseline	true	5	13
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	19	tatoeba:2804141:2804142	zenbu-normalized-literal-substring-length-id-baseline	true	3	16
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	20	tatoeba:11491039:3008736	zenbu-normalized-literal-substring-length-id-baseline	true	1	19
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	21	tatoeba:9944502:3422210	zenbu-normalized-literal-substring-length-id-baseline	true	19	2
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	22	tatoeba:11345330:3431160	zenbu-normalized-literal-substring-length-id-baseline	true	12	10
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	23	tatoeba:11052134:3536229	zenbu-normalized-literal-substring-length-id-baseline	true	20	3
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	24	tatoeba:11488359:3962620	zenbu-normalized-literal-substring-length-id-baseline	true	24	0
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	25	tatoeba:8621723:7732995	zenbu-normalized-literal-substring-length-id-baseline	true	11	14
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	26	tatoeba:8930319:7958294	zenbu-normalized-literal-substring-length-id-baseline	true	22	4
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	27	tatoeba:8967909:8967901	zenbu-normalized-literal-substring-length-id-baseline	true	23	4
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	28	tatoeba:12068436:9015131	zenbu-normalized-literal-substring-length-id-baseline	true	10	18
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	29	tatoeba:9106984:9106983	zenbu-normalized-literal-substring-length-id-baseline	true	6	23
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	30	tatoeba:11458067:9512474	zenbu-normalized-literal-substring-length-id-baseline	true	7	23
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	31	tatoeba:11195158:11085878	zenbu-normalized-literal-substring-length-id-baseline	true	4	27
D01	cave	en	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	32	tatoeba:11195160:11085878	zenbu-normalized-literal-substring-length-id-baseline	true	9	23
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	1	tatoeba:13082684:12506664	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	2	tatoeba:10495889:10778427	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	712	-710
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	3	tatoeba:184714:21842	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	4	tatoeba:6828218:8092953	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	617	-613
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	5	tatoeba:8874675:3825839	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	557	-552
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	6	tatoeba:101213:302483	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	7	tatoeba:102998:300695	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	8	tatoeba:10603327:2900859	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	541	-533
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	9	tatoeba:12161027:473590	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	10	tatoeba:1452389:69436	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	157	-147
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	11	tatoeba:1780171:1780076	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	505	-494
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	12	tatoeba:198627:35821	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	55	-43
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	13	tatoeba:3456487:2068371	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	518	-505
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	14	tatoeba:538768:471758	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	429	-415
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	15	tatoeba:6828215:8804660	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	630	-615
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	16	tatoeba:77889:21299	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	17	tatoeba:7929828:7928254	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	18	tatoeba:85345:269036	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	249	-231
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	19	tatoeba:8863427:9352962	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	20	tatoeba:9963984:9963970	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	666	-646
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	21	tatoeba:10135625:6576755	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	594	-573
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	22	tatoeba:10287866:8910549	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	23	tatoeba:10482009:663719	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	441	-418
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	24	tatoeba:10614364:5147230	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	575	-551
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	25	tatoeba:11264676:9964865	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	668	-643
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	26	tatoeba:11277511:11277499	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	735	-709
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	27	tatoeba:11571587:11566692	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	740	-713
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	28	tatoeba:1172570:1107280	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	476	-448
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	29	tatoeba:1215691:1215689	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	30	tatoeba:121984:282019	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	293	-263
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	31	tatoeba:13671104:13629649	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	758	-727
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	32	tatoeba:13671105:13629649	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	759	-727
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	33	tatoeba:145527:269036	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	250	-217
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	34	tatoeba:1515944:449029	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	35	tatoeba:1515945:449029	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	36	tatoeba:182306:19486	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	37	tatoeba:182372:19548	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	5	32
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	38	tatoeba:3080636:579136	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	39	tatoeba:3363883:5318944	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	582	-543
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	40	tatoeba:3496772:2249115	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	41	tatoeba:354378:354379	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	402	-361
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	42	tatoeba:7577167:7577329	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	608	-566
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	43	tatoeba:8581952:384559	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	411	-368
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	44	tatoeba:9365816:9117161	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	635	-591
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	45	tatoeba:9676364:67092	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	146	-101
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	46	tatoeba:9700901:1471038	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	493	-447
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	47	tatoeba:9740669:5649044	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	583	-536
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	48	tatoeba:10135633:6584724	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	595	-547
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	49	tatoeba:10287864:8910549	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	50	tatoeba:10458205:10457588	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	701	-651
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	51	tatoeba:1112929:35811	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	46	5
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	52	tatoeba:11885829:12973010	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	751	-699
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	53	tatoeba:122006:12231408	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	745	-692
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	54	tatoeba:13069530:8958418	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	633	-579
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	55	tatoeba:13643264:13700943	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	760	-705
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	56	tatoeba:137826:275410	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	259	-203
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	57	tatoeba:146775:267786	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	58	tatoeba:154664:255348	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	216	-158
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	59	tatoeba:159177:255348	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	217	-158
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	60	tatoeba:175073:239393	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	61	tatoeba:1780147:1779792	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	504	-443
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	62	tatoeba:182944:20065	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	9	53
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	63	tatoeba:184172:21299	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	64	tatoeba:185014:22146	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	65	tatoeba:186919:24056	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	66	tatoeba:186921:24057	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	67	tatoeba:187194:24330	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	68	tatoeba:188722:25869	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	69	tatoeba:189661:384559	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	409	-340
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	70	tatoeba:215764:53065	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	71	tatoeba:2199689:1056416	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	469	-398
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	72	tatoeba:2261113:1471038	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	492	-420
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	73	tatoeba:2301139:8871947	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	74	tatoeba:2407230:12927236	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	750	-676
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	75	tatoeba:2426389:311909	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	378	-303
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	76	tatoeba:3561140:329299	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	77	tatoeba:4661510:4662524	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	78	tatoeba:48301:1809	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	79	tatoeba:7577175:3405588	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	549	-470
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	80	tatoeba:7927766:7926339	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	615	-535
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	81	tatoeba:7982379:2068371	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	519	-438
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	82	tatoeba:8282114:2733074	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	537	-455
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	83	tatoeba:8811858:6354753	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	84	tatoeba:8916459:3589147	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	85	tatoeba:8916462:6890442	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	86	tatoeba:9032775:6953029	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	602	-516
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	87	tatoeba:10081406:10081200	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	678	-591
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	88	tatoeba:10107024:9402022	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	89	tatoeba:10339702:10339791	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	700	-611
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	90	tatoeba:1047593:1052795	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	468	-378
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	91	tatoeba:10482023:7356774	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	606	-515
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	92	tatoeba:10695665:282069	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	337	-245
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	93	tatoeba:10728153:4694110	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	571	-478
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	94	tatoeba:107622:296063	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	95	tatoeba:10798051:10279421	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	96	tatoeba:10798052:10279421	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	97	tatoeba:10798115:8609272	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	true	622	-525
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	98	tatoeba:11029680:3824664	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
D02	cat	en	zenbu-normalized-literal-substring-length-id-baseline	99	tatoeba:1125951:24330	sqlite-fts4-porter-quoted-phrase-rowid-order-diagnostic	false	""	""
